,0,1,2,3,4,5,6,7
125,6.4,No tiene datos,Paul McGuigan,"Barry Unsworth, Mark Mills","Un sacerdote en fuga se une a una banda ambulante de actores, que luego descubren que hubo un asesinato, ellos tratan de resolverlo recreando el crimen en una obra de teatro.",112,El misterio de Wells,tt0258816
126,6.1,61,Robert J. Emery,"Don Robertson, Robert J. Emery","The scrapbook of most teenagers shows family members and friends at a picnic, at the high school basketball game, at Disneyland. Morris Bird III's, however, paints a different picture. This happy-go-lucky, all-American kid whose only wish in life is to get laid by his cute, but hesitant girlfriend suddenly faces terminal cancer, bringing painful and difficult issues t... Leer todo",105,Swimming Upstream,tt0259017
127,No tiene datos,No tiene datos,Pablo Perelman,Pablo Perelman,No tiene datos,No tiene datos,Cazador de sombras,tt0259238
128,6.3,No tiene datos,Jochen Breitenstein,Sandra Hoerger,This is a documentary which tells the story of Toni Hagen who was the first who was allowed to travel the himalaya kingdom Nepal. While he crisscrossed the country he found thousands of tibetan refugees. This changed his live.,92,The Ring of the Buddha,tt0260325
129,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0260695
130,6.1,No tiene datos,Jean-François Stévenin,Jean-François Stévenin,"An old man in dressing gown and slippers is abandoned by his family on an area of highway while on vacation. He later finds himself in a hospital where a nurse, Gégène, calls him Mischka.",117,Mischka,tt0260185
131,6.3,No tiene datos,J. Mills Goodloe,J. Mills Goodloe,Un drama que gira en torno a personajes cuyas vidas se transforman un verano en un exclusivo club de campo.,112,Un juego de caballeros,tt0260924
132,5.9,21,Franc. Reyes,Franc. Reyes,A successful South Bronx drug dealer turns his back on his roots and gives money to a Wall Street broker to invest for him.,90,Empire,tt0262396
133,6.6,No tiene datos,Rodrigo Triana,Jörg Hiller,"The neighborhood La Estrella, in Bogotá, is inhabited by families displaced by the violence. Before the event which is the arrival of the electric light, that night there is a celebration. Cristancho and Brochero families, neighbors, friends and leaders of La Estrella, will be involved in a series of incidents and jokes.",95,Como el gato y el ratón,tt0263017
134,6.5,No tiene datos,Roger Michell,Chap Taylor,La historia de como un accidente de coche en Nueva York se convierte en una guerra entre un joven abogado y un hombre de negocios.,98,Al límite de la verdad,tt0264472
135,5.5,No tiene datos,Fernando Trueba,Juan Marsé,"Después de la Guerra Civil Española, un hombre ofrece a unos chicos historias sobre las hazañas de sus padres en China.",119,El embrujo de Shanghái,tt0264571
136,4.3,No tiene datos,Tom Whitus,Tom Whitus,"This is the story of a girl, her dog, and a man who needs to regain his self-reliance. Curtis Peterson, a strong, vital man in his late twenties, and his wife Marie want to start a family. Tragedy strikes when Curtis is paralyzed in a construction accident. Meanwhile, another family welcomes an addition to its household. Teenager Steve Barnett adopts an 8 week old pup... Leer todo",85,Mucho más que un cachorro,tt0263761
137,7.1,No tiene datos,Paul F. Ryan,Paul F. Ryan,A high school shooting has repercussions on the town and students.,133,Oscura perversión,tt0264689
138,5.0,No tiene datos,D. Charles Griffith,"Chris Provenzano, Robert Zimmer Jr.D. Charles Griffith","Set during the garage-band era of the 1990's, a group of rock-and-roll slackers hit the road to make it big on their one final tour hoping to avoid a life of 9-to-5 mediocrity.",89,"Thank You, Good Night",tt0265864
139,6.4,No tiene datos,Mark Pellington,Richard Hatem,"Un reportero llega a un pequeño pueblo de Virginia Occidental para investigar una serie de extraños sucesos, incluyendo visiones psíquicas y la aparición de extrañas entidades.",119,Mothman: La última profecía,tt0265349
140,6.1,No tiene datos,Anthony Abrams,Adam Larson Broder,A sorority girl finds her life falling apart after she develops romantic feelings for a mentally-challenged man.,113,Pumpkin,tt0265591
141,5.9,No tiene datos,Paul Gross,"Paul Gross, Graham Wagner, John Krizanc",Cuatro hombres dejan de lado sus problemas personales para reunirse en un equipo de curling y competir en un torneo que les devolverá el honor.,102,Men with Brooms,tt0263734
142,8.1,No tiene datos,Steven Spielberg,Frank Abagnale Jr.,"Con apenas 21 años, Frank es un hábil falsificador que se ha hecho pasar por médico, abogado y piloto. El agente del FBI Carl se obsesiona con seguir la pista del estafador, que disfruta con la persecución.",141,Atrápame si puedes,tt0264464
143,3.7,No tiene datos,Hark Tsui,Hark Tsui,The Black Mask must stop a group intent on setting off a DNA bomb that could cause mutations to the human race.,102,Black Mask 2,tt0264429
144,5.3,57,Dave Payne,"Dave Payne, Wolf Larson, Dan Peterson",Based on the true story of the rise and fall of the popular male dance revue 'Chippendales'.,95,Just Can't Get Enough,tt0265252
145,5.0,No tiene datos,Tinto Brass,"Camillo Boito, Tinto Brass","Atrapada en un matrimonio infeliz, la esposa de un oficial fascista de alto rango comienza una relación peligrosa y autodestructiva con un oficial de las SS.",128,Las perversiones de Livia,tt0267261
146,4.8,No tiene datos,Stephen Gaghan,Stephen Gaghan,Katie estudia buena universidad y posee un brillante futuro. Su vida se complica cuando es investigada la desaparición de su antiguo novio.,99,La desaparición de Embry,tt0267248
147,6.8,No tiene datos,Mark Romanek,Mark Romanek,Un revelador de fotos mentalmente inestable tiene como objetivo a una familia de clase media después de que su obsesión por ellos se vuelva más enfermiza y perturbadora de lo que cualquiera de ellos podría imaginar.,96,Retratos de una obsesión,tt0265459
148,6.6,No tiene datos,Dominik Graf,"Markus Busch, Dominik Graf","Katrin and Jürgen spend their holidays in Corsica. Katrin is in her mid-thirties, working as a tracer at Jürgen's company who suddenly remembers he's married -- but not with Kathrin. So they decide to end their vacation earlier than they had planned. Virtually a second before they start to drive back to the airport, Katrin takes her belongings out of Jürgens car again... Leer todo",122,Der Felsen,tt0265188
149,6.6,40,Stefan Schwartz,"Bill Britten, Richard Crawford","Un grupo de nobles irlandeses secuestra a niñas con las que casarse, conseguir su fortuna y evitar ser sacerdotes o soldados.",96,The Abduction Club,tt0264333
150,5.1,No tiene datos,Michelle Gallagher,Michelle Gallagher,An aging former child star tries to capture the wealth that has always eluded him by latching on to a lucky man while both have their eye on the same girl of their dreams.,90,Strange Hearts,tt0265625
151,6.6,No tiene datos,Liliana Cavani,"Charles Mc, Keown","Un hombre moribundo que necesita dinero, es persuadido de asesinar a un jefe criminal europeo.",110,El juego de Ripley,tt0265651
152,5.9,No tiene datos,Alex Smith,Alex Smith,"A young man finds solace with a young woman, his mother, and a high-school football coach who recruits him to quarterback a six-man team.",112,Tiro de gracia,tt0266971
153,6.7,60,Kathryn Bigelow,Louis Nowra,"Cuando el primer submarino nuclear de Rusia sufre una avería en su viaje inaugural, la tripulación debe correr para salvar la nave y evitar un desastre nuclear.",138,K-19: The Widowmaker,tt0267626
154,6.2,73,Catherine Crouch,"Catherine Crouch, Julie Jensen","A mother must choose between love and devotion to her sons and unborn child or staying with her sexy, maniacal husband and his patriarchal sister, who respectively fulfill her physical and emotional needs.",97,Stray Dogs,tt0267000
155,6.9,No tiene datos,John Lee Hancock,Mike Rich,Un entrenador de béisbol de Texas llega a las Grandes Ligas después de aceptar probar si su equipo de la escuela secundaria llega a los playoffs.,127,El novato,tt0265662
156,6.3,No tiene datos,Danny DeVito,Adam Resnick,"Un presentador de un programa infantil, Rainbow Randolph, es despedido en desgracia.",109,Smoochy,tt0266452
157,5.3,No tiene datos,Richard Standeven,Marc Gee,"Tres ingleses que trabajaban como camareros en un crucero, tienen la oportunidad de trabajar para la banda de Al Capone.",120,Chicago Streets,tt0268130
158,5.5,No tiene datos,Philippe Boon,"Philippe Boon, Laurent Brandenbourger","Jean V., bailiff of forty, plies his trade with talent but without showing humanity. He is married to Nicole, 35 years and consumer crisis. Regularly, Jean George uses the services, chronic debtor and folk character, who helps in his ""little tricks"". Incidentally, George restores Nicole taste to buy. One day, Jean first met Eddy, a policeman who accompanied during his... Leer todo",77,Petites misères,tt0266849
159,4.9,No tiene datos,Ennio De Dominicis,"Ennio De Dominicis, M. Luisa Fusconi, Varo Venturi","August 1991. As post-Communist Albania starts falling apart, Giorgio seeks refuge in Italy. He and thousands of his fellow refugees are locked up in the football stadium in Bari for wont of a sufficiently large holding area. Giorgio escapes from the camp, steals a small boat and sets out in search of his grandfather who lives in Pietrecamela, a small village in the Ab... Leer todo",90,L'italiano,tt0267605
160,4.5,No tiene datos,Jamie Scabbert,Romy Hayes,The Henderson's just met their new neighbor and she is truly hot. What they do not know is how far their relationship with her will get.,87,Close Enough to Touch,tt0268229
161,7.7,No tiene datos,Spike Jonze,Susan Orlean,"Un guionista enamorado se desespera cuando intenta y no logra adaptar la novela de Susan Orlean ""El ladrón de orquídeas"" para la gran pantalla.",115,Adaptation (El ladrón de orquídeas),tt0268126
162,5.5,No tiene datos,Christian Eklöw,"Christian Eklöw, Christopher Panov",A shy but very romantic young man tries to meet a girl by walking a borrowed dog. The trick works unbelievably well. They fall in love.,106,Hundtricket: The Movie,tt0268374
163,4.5,No tiene datos,Jordi Mollà,"José M. Garasino, Helio Mira, Jordi Mollà","Two Spanish pan-handlers soon find themselves in over their heads when they stumble upon an opportunity to redeem themselves and perhaps the entire planet. The world appears to suffer from rampant poverty, violence and spiritual desperation and the relentless news media force-feeds these images to the Spanish people. A popular reality television show lets the audience... Leer todo",91,No somos nadie,tt0268261
164,7.3,No tiene datos,Dorian Walker,Dorian Walker,The story of a young boy who sneaks away to be a drummer for his small Kentucky town's Union Army regiment. The boy ends up behind enemy lines and gains a new perspective on the war as he struggles to survive and return to the North.,No tiene datos,The Greatest Adventure of My Life,tt0268727
165,6.1,No tiene datos,Michael Caton-Jones,"Mike Mc, Alary","Vincent Lamarca, cuyo padre fue ejecutado en 1950 por el secuestro de un niño, crece y se convierte en policía, pero su hijo es sospechoso de asesinato.",108,Condenado (City by the Sea),tt0269095
166,5.5,No tiene datos,Ivo Ferreira,Ivo Ferreira,"Vicente goes to Egypt to cover some news for his newspaper, but then he decides to take the investigation further, along the Tropic of Cancer, further and further away (in time and space) from home, and his difficult love life. Therefore he revisits the lands explored 500 years before by the seafarers from his own people: Egypt, India, Thailand, Vietnam, Nepal, Laos, ... Leer todo",107,Em Volta,tt0269191
167,6.0,No tiene datos,Sidney J. Furie,Mark Mills,A rock band bursts onto the scene and then their frontman disappears on the eve of a European tour.,106,Una roquera de cuidado,tt0269281
168,6.9,No tiene datos,Bertrand Tavernier,Jean Devaivre,"In German-occupied France, two filmmakers solve the collaboration dilemma differently.",170,Salvoconducto,tt0269461
169,7.5,No tiene datos,Hasan Zaidi,Mohammed HanifHasan Zaidi,No tiene datos,No tiene datos,Raat Chali Hai Jhoom Ke,tt0269755
170,6.1,39,Alan Jacobs,Alan Jacobs,"When his daughter is shot just before Christmas, Martin Tillman journeys across the U.S. using the gun's serial number to track down the truth behind Penny's killing.",89,American Gun,tt0270197
171,7.7,No tiene datos,Gábor Dettre,Gábor Dettre,"The heroin addicted András got a last chance from his love Juli, to save his life.",143,Felhö a Gangesz felett,tt0270035
172,4.9,No tiene datos,Victoria Hochberg,Ken Hastings,"To inherit a million dollars, an egotistical man must find the women he's betrayed and convince them to forgive him.",83,Chico Malo,tt0270911
173,5.3,No tiene datos,Lynn Hershman Leeson,Lynn Hershman Leeson,"Tilda Swinton plays four roles in this award-winning film about Rosetta Stone and her three Self-Replicating Automatons, which she cloned from her own D.N.A.",85,Teknolust,tt0270688
