,0
1255,No tiene datos
1256,No tiene datos
1257,No tiene datos
1258,No tiene datos
1259,No tiene datos
1260,No tiene datos
1261,No tiene datos
1262,No tiene datos
1263,No tiene datos
1264,No tiene datos
1265,No tiene datos
1266,No tiene datos
1267,83
1268,No tiene datos
1269,No tiene datos
1270,No tiene datos
1271,No tiene datos
1272,No tiene datos
1273,No tiene datos
1274,No tiene datos
1275,No tiene datos
1276,No tiene datos
1277,No tiene datos
1278,No tiene datos
1279,No tiene datos
1280,No tiene datos
1281,No tiene datos
1282,No tiene datos
1283,No tiene datos
1284,No tiene datos
1285,No tiene datos
1286,No tiene datos
1287,No tiene datos
1288,No tiene datos
1289,No tiene datos
1290,No tiene datos
1291,No tiene datos
1292,No tiene datos
1293,75
1294,No tiene datos
1295,No tiene datos
1296,No tiene datos
1297,No tiene datos
1298,No tiene datos
1299,87
1300,43
1301,57
1302,67
1303,No tiene datos
1304,No tiene datos
1305,No tiene datos
1306,No tiene datos
1307,No tiene datos
1308,No tiene datos
1309,No tiene datos
1310,No tiene datos
1311,No tiene datos
1312,No tiene datos
1313,No tiene datos
1314,No tiene datos
1315,No tiene datos
1316,No tiene datos
1317,No tiene datos
1318,No tiene datos
1319,No tiene datos
1320,No tiene datos
1321,No tiene datos
1322,No tiene datos
1323,No tiene datos
1324,No tiene datos
1325,No tiene datos
1326,No tiene datos
1327,No tiene datos
1328,No tiene datos
1329,No tiene datos
1330,No tiene datos
1331,No tiene datos
1332,No tiene datos
1333,No tiene datos
1334,12
1335,No tiene datos
1336,No tiene datos
1337,No tiene datos
1338,No tiene datos
1339,No tiene datos
1340,No tiene datos
1341,No tiene datos
1342,No tiene datos
1343,No tiene datos
1344,No tiene datos
1345,76
1346,No tiene datos
1347,No tiene datos
1348,No tiene datos
1349,No tiene datos
1350,No tiene datos
1351,No tiene datos
1352,No tiene datos
1353,No tiene datos
1354,No tiene datos
1355,No tiene datos
1356,No tiene datos
1357,29
1358,No tiene datos
1359,No tiene datos
1360,No tiene datos
1361,No tiene datos
1362,No tiene datos
1363,No tiene datos
1364,No tiene datos
1365,No tiene datos
1366,No tiene datos
1367,No tiene datos
1368,No tiene datos
1369,No tiene datos
1370,No tiene datos
1371,No tiene datos
1372,No tiene datos
1373,No tiene datos
1374,No tiene datos
1375,No tiene datos
1376,92
1377,No tiene datos
1378,No tiene datos
1379,No tiene datos
1380,No tiene datos
1381,No tiene datos
1382,No tiene datos
1383,No tiene datos
1384,No tiene datos
1385,No tiene datos
1386,No tiene datos
1387,No tiene datos
1388,No tiene datos
